id,class,tweet
1317392833683312641,0,@ex_amaxis @axiologitis Μπορεί να είναι και ένα χαρτονόμισμα των €30 https://t.co/KHYZfb6HNe
1326172755218345984,0,"Είχα την ευκαιρία σήμερα, κατά την επίσκεψή μου στο Πανεπιστημιακό Νοσοκομείο Ιωαννίνων, να συνομιλήσω με γιατρούς,… https://t.co/WMGCFg9Obj"
1315233559116836865,0,@poetryf Δεν ειναι ενδείξεις. Αποδείξεις είναι. Και δεν γινεται καμια ταύτιση με αποφάσεις δικαστηρίων. Να διαβάσετε το άρθρο καλυτερα.
1313393709493358596,1,@nmitarakis @migrationgovgr Το δίδυμο που έχει αναλάβει την επιδοτούμενη ισλαμοποιηση τις Ελλαδος @nmitarakis… https://t.co/dGc6eu5z6K
1316704737941692416,1,@Greeksburg Χώρες όπου δεν υπάρχει ενεργή εμπόλεμη κατασταση και αποδεικνύοντας ότι καθίσταται πρόβλημα εθνικής εσω… https://t.co/1brElSmNfu
1350106677614432260,0,Ουφ. https://t.co/TzgVbogsJx
1315896198910312448,1,"Αθίγγανοι, Ντομά, Μανουχήδες, Μελελέ, Γύφτοι, Λομ, Σίντηδες, που τώρα πια το πολιτικά ορθό προστάζει να σας πουν όλ… https://t.co/KuSoShKorb"
1327548104523001857,0,"Είναι δίκαιο και πρέπει να προωθηθεί το αίτημα για ανοιχτά βιβλιοπωλεία, τηρώντας τα μέτρα, όπως ήδη συμβαίνει και… https://t.co/pf4JdJJhl1"
1314484771951718402,0,@tvmaniac10 Mα μιλάει η φωτό κοιτά τι κρατάει στο χέρι 😂😂😂😂 περίμενε σειρά να μπει μέσα 😂😂😂😂😂😂
1143966957575819264,0,"Αυτή είναι η τριπλή κατεύθυνση του προγράμματός μας: Ισχυρή ανάπτυξη για τη χώρα, ευκαιρίες προκοπής για όλους και… https://t.co/9iOAueKN1u"
1317539323605078017,1,@aggelosview Δεν είναι Έλληνες. Είναι γύφτοι. Οι γύφτοι δεν πιστεύουν στα Έθνη-Κράτη...
1345299445819256832,0,"Λόγω ανακοινώσεων για την πανδημία στην Ελλάδα πάμε λίγο αργότερα, 11:40 πμ ώρα Ελλάδας. https://t.co/a1LiQMMdmD"
1357760573983887369,0,"Δε βγάζουμε άκρη με αυτούς. Μια λύση υπάρχει. #φερτε_τα_πρακτικα. Πάμε λίγο. Νισάφι πια."
1368539925843488768,0,"Έχω εξελιχθεί, να ξέρεις @LongCarampine https://t.co/l6sT4457Np"
1311950433653534722,0,https://t.co/WNBiCyQDN8
1314456734883295234,1,Οι Αφρικανοί Πακιστανοί λαθρομετανάστες χτύπησαν με μεταλλική βέργα ηλικιωμένο ιερέα ... @PrimeministerGR… https://t.co/30tRWgWgpV
1317034788675604480,0,https://t.co/QwYJKjJCja
1317130763737903109,0,@apostolakis_s Δυστυχώς εκεί θα αρχίσει και η τραγωδία.
1314952660487942147,0,"Η διατύπωση και το ύφος του κειμένου δείχνουν ακριβώς το αντίθετο. Αλλά αυτά είναι ψιλά γράμματα για εργολάβους. https://t.co/jLhFxqvSMX"
1316410708742098945,1,"Ποιοι πρόσφυγες? Δεν υπάρχουν πρόσφυγες https://t.co/BXksjmJKmt"
1314451950000173057,1,@JohnnyW82590824 @elenipapa67 Για αυτό μπαίνουν οι λάθρο με το τσουβάλι...
1369408071001399296,0,Un. Believable. https://t.co/2L30jugKoG
1317527479821733892,1,Πόσα εισπράττουν οι ενσωματωμένοι τεμπελοχαναδες αποκεφαλιστές στην Γερμανία 4.682 € ρε μπάς να πάω Γερμανία να κάν… https://t.co/isNVFPTPMI
1316064578774749185,0,@VaChrisTucker1 Ας πάει για λίγο και το βρίσκουμε στην πορεία 😂
1317527982689390593,1,@k_oppenheimer @antonis_m1966 Καμιά δήλωση από τις Αριστεράντζες και τις λοιπές πονόψυχες λαθροισλαμολάγνες ψυχές γ… https://t.co/mlaTZvOrMw
1340744201357672449,0,Χιλιάδες άνθρωποι του πολιτισμού βιώνουν τις τραγικές οικονομικές συνέπειες που έχει προκαλέσει η διαχείριση της πα… https://t.co/5RsyyLiUQS
1370022224309096450,0,"Μετά από πέντε μήνες κάκιστης διαχείρισης των μέτρων του λοκνταουν και κατάχρηση της υπομονής των πολιτών 

HSBC: Η… https://t.co/qH9N7flih2"
1368692235949182976,0,Θρεντ που θα χρειαστεί. https://t.co/3IEBIe9Qqn
1350106677614432260,0,Ουφ. https://t.co/TzgVbogsJx
1322500712434176001,0,"""Όλα καλά στα ΜΜΜ παιδιά, όλα καλά στα σχολεία, όλα καλά στις εκκλησίες, όλα καλά στο ΕΣΥ που ξεμένει από ΜΕΘ. Να κ… https://t.co/R8uf1JBK9W"
1369656385819000842,0,“Too little too late” springs to mind https://t.co/ulQ7dn77GX
1369172795024883713,0,Το πιο ξεκαρδιστικό που είδα χθες ήταν μια φωτογραφία της Αλεξάνδρας Μητσοτάκη δίπλα σε αυτή της πρώτης Γαλλίδας ασ… https://t.co/GssBRLkaAK
1316389825751257089,0,Ο @KostasVaxevanis σας ανέφερε στη συζήτηση.Εγώ στα συγκεκριμένα τουητ δεν βρίσκω κάτι υβριστικό.Δε θα μπω στη διαδ… https://t.co/nG2kP1L68h
1152121262338183168,0,Ζωντανά η ομιλία μου στην Κοινοβουλευτική Ομάδα της Νέας Δημοκρατίας. https://t.co/XLMgG64fId
1321112413702393856,0,"Η αμήχανη στιγμή που χρειάζεσαι κείμενο 3.594 λέξεων, για να απαντήσεις σε ψέμματα που είπε μέσα σε μια ώρα ο Πρωθυ… https://t.co/OtuPu5G22H"
1146748509057667073,0,Μιλάμε για 60.000 θέσεις εργασίας στο Ελληνικό και τη δυνατότητα να γίνει ένα έργο αναπτυξιακό που θα αλλάξει την ό… https://t.co/fyD2vyICYF
1317045597711589377,0,"@P_Vlachos @iboutsis82 @SDParty1974 στιγμη, ναι?
Γιατι με το να λυπομαστε τους νεους, τους αλλοδαπους, τους ολυμπια… https://t.co/wnChUUZM7I"
1365631971729297408,0,Harvard-educated liberal reformers. https://t.co/LwLMKFjMv8
1367656016616251396,0,Interessantes Interview über Israel und Palästina vor dem Internationalen Strafgerichtshof. @eliavl berichtet für d… https://t.co/2NelZjU158
1313838003647852544,0,@jekyllgyu Μα τα ιδια ατομα εδω ολο μιλανε για ρατσισμο αλλα δεν ηξεραν για τους προσφυγες στη Μορια καν... δηλαδη.… https://t.co/BSGBU7PeE0
1364992761712283656,0,"1.  Τα θύματα είναι «επαγγελματίες ομοφυλόφιλοι», που έχουν βάλει στο μάτι τις επενδύσεις. 
2. Οι δικηγόροι τους Συ… https://t.co/UrDVNFCr3L"
1197841645741527040,0,Η Ελλάδα υιοθετεί αυστηρότερη πολιτική στα σύνορα: Συγκροτείται Ενιαίος Φορέας Επιτήρησης Συνόρων. Προσλαμβάνονται… https://t.co/atk5q8DIZK
1314935276549165056,1,"@MakeMyDayPunk_ Από μια άλλη άποψη πάντως,πρέπει να τελειώνει κάποια στιγμή η Ελληνική πολιτεία με αυτήν την ξεφτίλ… https://t.co/ybZb3oHP87"
1312327874788184070,0,Ντροπή λέγεται αυτό το εξώφυλλο @EFSYNTAKTON https://t.co/bM6VeZrwj7
1366726861871529984,0,Το FB πνιγεί οικονομικά τα ΜΜΕ &gt; Το FB γίνεται ο κύριος κόμβος ενημέρωσης των πολιτών &gt; Το FB αρχίζει να κόβει τις… https://t.co/TL1NNY1k1G
1366016018007683076,0,"Φέρτε Πέτσα πίσω. Αυτόν δεν τον ενδιαφέρει ο,τι και να λέει https://t.co/NOONskPXru"
1369568076480516096,0,Το τέλος των 37 δις συνέπεσε με την αρχή των επεισοδίων
1315302043758874625,1,"Το ISIS στις δόξες του είχε αρκετές χιλιάδες τζιχαντιστές που έσφαζαν αλύπητα.

Αρκετοί από αυτούς πια δουλεύουν γι… https://t.co/NPTrW2LZFp"
1369255459111247877,0,Το επιτελικό κράτος σάς γράφει στ αρχιδια του https://t.co/oGoz4bgkJD
1316694447854411778,0,@KatPanagopoulou Δύσκολη ερώτηση.
1368810893853814785,0,https://t.co/nzX6B7oWwd https://t.co/Mn3ueG5jk5
1365795842762960898,0,Ο Κορκονεας λιγο δυσκολο. Εχει αποφυλακιστει. https://t.co/A627ZfGLQB
1311597827164905472,0,"@teofan09 @Le_Figaro Απλώς αναμεταδίδω την είδηση. Όταν το δω από κοντά, δε θα παραλείψω να σου πω αν μου αρέσει."
1369560074012725252,0,Δεν δεν δεν δεν
1156628306290184192,0,Έχω πει πως θα τιμήσουμε όσους μας ψήφισαν. Θα δικαιώσουμε όσους μας εμπιστεύτηκαν. Και θα πείσουμε όσους μας βλέπο… https://t.co/EkQm2eZy7c
1313841815699763200,1,"@AdonisGeorgiadi Μπράβο που βάλατε φυλακή τους νεοναζί δολοφόνους.
Σειρά εχουν οι κομμουνιστές ΑναρχοΕγκληματίες το… https://t.co/A0bYxHvH1c"
1369911569811976197,0,"Somebody to
https://t.co/KmClGfkVeD"
1363213192554553348,0,"Ε, καλά λέει. https://t.co/SbEYphxAeb"
1362738408410533889,0,"Ως επαναστατης του ερωτα δηλαδη θελετε να πειτε;
Γιατι ο Τσε Γκεβαρα δεν ηταν παιδεραστης ουτε βιαστης οπως φερεται… https://t.co/fq98nY4LCh"
1345342724803866625,0,"Ποιός να περίμενε ότι θα ήταν ανίκανη κι επικίνδυνη μια κυβέρνηση, που της πήρε ""μόνο"" 6 μήνες για να βάλει κάτω έν… https://t.co/Kx6vTg8CS4"
1318925713618194433,0,@BlumGeny Είναι γλυκούλια όμως! 😍
1314813821689696257,1,@revenger1860 @MakeMyDayPunk_ Μόνο οι γύφτοι ή και αυτοί που ψηφίσαμε για να τους κοιτάνε?
1369224996309118977,0,"Κι εδώ αγαπητά μου παιδάκια, ένας εκπρόσωπος της αριστείας, του Διαφωτισμού και της αστικής φιλελευθερης δημοκρατία… https://t.co/NtGRVE9jNX"
1369911781964058625,0,"Somebody to
https://t.co/xiBHYEbqhP"
1312300737460875264,1,"μεταφορά λαθρομεταναστών κυρίως από Αφγανιστάν και Πακιστάν, χώρες οι οποίες δεν είναι εμπόλεμες, σε ξενοδοχεία στη… https://t.co/wJn8OAptvN"
1315897794813669376,1,@galaziaakth @Wolfophobic2 @DeKassas Το 2001 δεν έγινε με μόνιμους καί νόμιμους. Καί τότε όλοι οι λάθρο απογράφησαν… https://t.co/308PmrbWWo
1368574276912177182,0,"Όλα έχουν ειπωθεί στη μεγαλύτερη σατιρική σειρά της ελληνικής τηλεόρασης:
https://t.co/dVFIksWQYg"
1369390924959191044,0,"Και συνεχίζουν. Γιατί τους καλύπτει ο πρωθυπουργός και ξέρουν ότι θα μείνουν ατιμώρητοι ό,τι και να κάνουν https://t.co/nLvDkU0PdF"
1368647561746259972,0,"Εγώ πάντως θεωρώ λογικό ο,τι συνέβη στον νεαρό. Τους είπε ""Τι βαρατε ΡΕ ΜΑΛΑΚΕΣ"". Προκάλεσε βρίζοντας, έστω και εκ… https://t.co/nS8Xxa70l2"
1315033918509285377,1,"@choricos @pasxalia4 Είδες τι λένε οι γύφτοι στα βίντεο που ανεβάζουν, έτσι δεν είναι?
""Το πολύ-πολύ μας πιάνουν, π… https://t.co/Y8Kgyg0gIb"
1364848665161068548,0,"Ατυχέστατη η απόπειρα του στρίβειν δια του Βαξεβάνη, καθώς ούτε έλαβε επί κυβέρνησης ΣΥΡΙΖΑ ποσά από κάποια αντίστο… https://t.co/3vDEZA1ksM"
1313050927243419650,0,Σιγά μη φοβηθώ; https://t.co/QubrFDo6en
1315246246395883521,1,"@cowmen57 @Aristeidis_B Εννοείται με την ίδια απατεωνιά, των μονίμων καί των νομίμων. Όχι Ελλήνων καί λάθρο, όπως έγινε το 2001."
1317049404067545089,1,"ΤΣΑΚΙΣΤΕ τούς ΝΕΟΝΑΖΙ
Δώστε την χώρα στούς ΙΣΛΑΜΟΝΑΖΙ

Ανοιχτε τα σύνορα να έρθει όλο το Πακιστάν Αφγανιστάν Σομαλί… https://t.co/qHGqjoLhXL"
1316639536638824451,0,"Ιων Δραγούμης: Έκθεση με σπάνιες φωτογραφίες για τα 100 χρόνια από την δολοφονία του
https://t.co/CVU42yGWsF"
1367936314478362633,0,"Μπράβο σου που παραδέχεσαι ότι το κράτος δεν είναι ευνομούμενο, θέλει μεγάλο θάρρος https://t.co/MFF4qaccF9"
1228274382264508419,0,Διατείνεται η Αξιωματική Αντιπολίτευση ότι τάχα υποβαθμίστηκε η Επιθεώρηση Εργασίας και ότι έτσι ανθεί η παραβατικό… https://t.co/W4cJVCZm8H
1369566042780016643,0,"Φανταστείτε τώρα να μην είχε αφήσει τα 37 δις ο αστεφάνωτος καταληψίας, πόσο πιο νωρίς θα είχαν γίνει τα χτεσινά"
1316409699185692672,0,@marshal_toskas @osamabetladen Δεν την ξέρω
1312293767567867905,1,@palimetakis @CeliaSanchez_gr @g_kamma Όχι δεν μιλάμε για το δέντρο αλλά για το δάσος. Μιλάμε για το πρόβλημα λαθρο… https://t.co/w0pUOY7MK4
1315977741871788032,0,@Rantanp49061536 Ελπίζω να βγει αρνητικό
1318847723529998341,1,"Όποιος πολεμάει τον Τούρκο δεν μπορεί να είναι ανθέλληνας είναι μόνο Έλληνας

Ανθέλληνες είναι αυτοί που κάθονται κ… https://t.co/6iSGyIWNpv"
1313052161274793984,0,"@eody_gr @arkouman τι περιμενετε για να κανετε υποχρεωτικη τη μασκα παντου , τουλαχιστον για 2εβδομαδες???
https://t.co/Mh9kDmaODh"
1316389755131703296,1,"@DrJohnnySmith @EvgenTzavaras Ειδαμε ποιοι ειναι τα κολληταρια των Ζαιων. Οι γαλαΖαιοι. Πρέσπες ιστορικη συμφωνια,… https://t.co/Ql7rleYds5"
1334139333520076801,0,Δεν θα μείνουμε άπραγοι απέναντι στη χυδαιότητα του #cancelchatpicorg. Ο ΣΥΡΙΖΑ - Προοδευτική Συμμαχία έχει ήδη ξεκ… https://t.co/YkiUji8JXT
1313033585432109058,1,"Δουλέμποροι και κατάσκοποι… Εδώ και 5 χρόνια αλώνιζαν οι ΜΚΟ στη Λέσβο

ΚΑΠΟΙΟΙ ΣΤΟΝ ΣΥΡΙΖΑ ΕΒΓΑΛΑΝ ΠΟΛΛΑ ΛΕΦΤΑ ΑΠΟ… https://t.co/WbaYeYDQf7"
1369621059129970691,0,Ωωωω https://t.co/61tDcLdCdY https://t.co/5Kmo7sxXCG
1361261785857331202,0,"Δεν αντιλαμβανεται τι σημαινει ""ανθρωπινα δικαιωματα"" και ""βασανιστηριο"" αυτη η κυβερνηση. 
Δεν υπαρχει κατι πιο αν… https://t.co/7Y9lwOW55C"
1318969203483881472,0,Αυτό!!! https://t.co/qoV234UFI6
1369035178065158154,0,Αφού έχει Πατρινές πινακίδες. https://t.co/CpqJmtnb4u
1369896971201302531,0,Τα Νέα δεν είχαν στο πρωτοσέλιδο της Δευτέρας ούτε ένα τόσο δα χτυπηματάκι για την αστυνομική βία στη Νέα Σμύρνη. https://t.co/mJ1BBpW6rT
1368256219652165637,0,"""New research"" του έτους 1988.
Ναι, τόσο αμόρφωτος είναι ο Άδωνις https://t.co/tEJHvCUxaW https://t.co/ai1bQg7nNQ"
1181875328693784576,0,Ζωντανά η ομιλία μου στην Κοινοβουλευτική Ομάδα του Κόμματος. https://t.co/7ZoIGGtRup
1314920743164153857,1,"@AdonisGeorgiadi Κυβέρνηση τσίρκο Χωρα κλόουν που ο καθένας κάνει ότι θέλει αρκεί να είναι ΚομΜουνιστής, ρομά ή λαθ… https://t.co/ONdTNrSZY2"
1333367430551379972,0,Για φαντάσου https://t.co/kjr7Gtxi93
1315869681090260992,0,Η νυχτερινή βάρδια τελειώνει και αρχίζει σιγά σιγά η πρωινή https://t.co/wes3cEoL72
1368677339610152961,0,Ευτυχώς πάντως που είχαν στείλει κωδικό 6 και τις φάγανε στην πλατεία όπου και υπάρχουν βίντεο ντοκουμέντα. Αν είχα… https://t.co/Kxm95TMbwc
1316255750516342784,0,Ανάλυση «Ε.Τ.»: Ο Ερντογάν ξανατραβάει το σχοινί – Τι επιδιώκει με την αποστολή του Oruc Reis - https://t.co/M8gquapU57
1317515083346575361,1,@nmitarakis Το 80% των μουσουλμάνων στο UK λένε πάνω από όλα το ΙΣΛΑΜ το 65% της Ε.Ε. απαιτεί την Σαρία το 50% υποσ… https://t.co/akz6AKi1jw
1364928217413468160,0,Αχ είναι ηλιθιος
1314963116430688256,1,Όχι μωρέ είμαστε ακροδεξιοί ρατσιστές που τυχαίνει να κλειδώνουμε τα παιδιά στο σπίτι από οταν γυρνάνε από το σχολε… https://t.co/kUlrlYn3F1
1315085721800265728,1,@MakisHellas1 @geokandas @e_fragkos Εγώ κατάλαβα ότι λέει να δωθούν  κίνητρα στους Έλληνες ώστε να ασχοληθούν οι ίδ… https://t.co/pPiuhcZQC9
1324382807767044096,0,"Η κυβέρνηση της ΝΔ άφησε οκτώ μήνες να περάσουν χωρίς καμία ουσιαστική ενίσχυση στο ΕΣΥ, αν και όλοι προειδοποιούσα… https://t.co/37u9TEmw3L"
1368335534171512846,0,https://t.co/6MtvFbkCGW
1146783231792025602,0,"Η πίστη στην αξία του ατόμου, στην ιδιωτική πρωτοβουλία, η έννοια της αλληλεγγύης, ο υγιής πατριωτισμός, όλα αυτά ε… https://t.co/ziXsXQuxDp"
1319034484583501825,1,"@commonsense491 Μεταφορα εκατονταδων λαθρομεταναστων απο τα νησια, στην Αθηνα."
1312314364595179520,0,@blossom_grrrr Και πειραγμένα νεύρα θα έλεγα.
1315957121612214274,1,@PoliceVoice Να κάνει αντιλυσσικό ορό ο αστυνομικός. Τελευταία οι Ρομά είναι λυσσασμένοι.
1183868153975185408,0,Είχαμε σχέδιο και είχαμε έτοιμα νομοθετήματα. Γιατί; Διότι δεν έχουμε χρόνο να χάσουμε. Ο φαύλος κύκλος της οικονομ… https://t.co/IkuaLbBoIM
1367443843491258372,0,Το ερώτημα παραμένει. https://t.co/YNero4DVSM
1369328535328980993,0,Δηλαδή ρε γραμμόφωνα χρεώνετε την πορεία στη Νέα Σμύρνη στον ΣΡΖ; Είναι προσβολή προς τους ανθρώπους που απλά διαμα… https://t.co/UJSzDuVJfg
1368692593161297924,0,"-Πως μεταφράζεται το ""I can't breathe""?
-Πονάω"
1314089920089272320,0,Με πολύ καλή διάθεση ξύπνησα σήμερα. Για να δούμε....
1317406561539661824,1,"Αθώα και η Γαι    - Δούρου, δηλ. για όλοι αυτή την κατάντια της χώρας δεν φταίει κανείς, για τόσες αυτοκτονίες με τ… https://t.co/FX55vahkxD"
1316370063008636932,1,@1_nikos @kmitsotakis @nmitarakis Ας μην είμαστε φασίστες με τα ανήλικα προσφυγάκια και τις μωρομάνες - τόσο χώρο έ… https://t.co/dZIMhZK4Ek
1311962894364553221,0,Διαβάστε και κλάψτε με τις τιμές στην Κύπρο... https://t.co/3sjwpD6uL2
1318939343864668160,1,@DevaAleema @slvrgou Ειναι_ηθικοι_αυτουργοι_τα_ισλαμοφασιστακια_
1317406548914831361,1,"""επικίνδυνοι φανατικοί υπάρχουν σε όλες τις θρησκείες και ιδεολογίες. Δεν βλέπω το λόγο γιατί πρέπει να ασχολουμαστ… https://t.co/JWBATjKxaZ"
1370086515301318669,0,Στο καλό https://t.co/vyggs34Vr4
1316379238891651079,0,"ΩΡΑΙΟ ΜΠΑΤΠΛΑΓΚ ΚΥΡΙΕ ΥΠΟΥΡΓΕ
ΜΕΡΑΚΛΙΔΙΚΟ https://t.co/n0dSUvWcyZ https://t.co/6nh5CmCKIj"
1316727866319659008,0,@CeliaSanchez_gr Εκεί θα έπρεπε να είναι και ο Αλέξης με βραχιολάκια και αλυσίδα με μπάλα στο πόδι.
1370039478367191049,0,"Just arrived: Congrats to Robin Geiß, @NilsMelzer, @Elmethymaki,  @jamesgdevaney, and all contributors on this beas… https://t.co/bh2exsBYGV"
1315283072246480896,0,https://t.co/ehlsj7IV5D
1369894606343667712,0,"Άντε τωρα μετά από όλο αυτό, να ρωτήσεις τους μπάτσους εκεί στο Ρέθεμνος πως λέγεται η χώρα νότια της Κρήτης και να σου απαντησουν Λιπτύη"
1368729419431501829,0,Και μην ξεχνάμε -στο τέλος της βδομάδας αερίζουμε να φύγει η ψέκα https://t.co/YQYb68KUJq
1314445819697913856,1,Ναι αλλά μωρέ από τα βουνά του Πακιστάν που έρχεται έτσι κάνουν οι πσυχούλες μου. Αν διαφωνείς μαζί τους σε πλακώνο… https://t.co/OR2CorEJg0
1368838439391662081,0,Ας εξηγήσει κάποιος στην κ. Πελώνη και στο καθεστώς που εκπροσωπεί ότι οι Έλληνες έχουν το συνταγματικό δικαίωμα να… https://t.co/nIPEHohMOu
1311937296602746881,0,@_nutellabrownie Συστατικα δειξε μου
1369597638434230275,0,"""ωχου δεν έχεις βαρεθεί να μιλάς γι αυτά; αφού τώρα έτσι έχουν τα πράγματα"" ΈΤΣΙ ΈΧΟΥΝ ΤΑ ΠΡΆΓΜΑΤΑ.
Και το ξανα πιά… https://t.co/AynlJjwXYH"
1200481957307670529,0,Επιχειρήσεις και νοικοκυριά θα πληρώνουν λιγότερους φόρους. Ο ΕΝΦΙΑ έχει μειωθεί μεσοσταθμικά κατά 22%. Μεγάλες επε… https://t.co/bON2IIKiZ7
1312307213663432704,1,@_LaScapigliata @akrokentrwos Έχει γεμίσει όλη η Αθήνα από λαθροχεσμένα πεζοδρόμια κ πλατείες. Μάλλον θα πρέπει να… https://t.co/MJrlGazkeT
1314991616797663235,1,"Αλαλά τα μπαλαλα... Χώρα κλόουν που ο καθένας κάνει ότι θέλει αρκεί να είναι ΚομΜουνιστής, ρομά ή λαθρομετανάστης… https://t.co/sFYd6v6H2T"
1314090480293097475,1,@DDimitrakopoul1 Έχει γύφτους στην Τουρκία;; Να ένα ερώτημα κι έχουμε τρόπο να βρούμε απάντηση!
1368645682790285313,0,Καμία σχέση οι συνθήκες εμπλοκής των Άγγλων με τους Έλληνες συναδέλφους τους. Για αρχή η αστυνομία δεν είναι πουθεν… https://t.co/rB6vmqynp0
