id,class,tweet,preprocessed_tweet
1369934582800388098,0,Εσείς σήμερα καλυβεστε ή θα μείνετε ξεκαλυβωτοι;,εσείς σήμερα καλυβεστε θα μείνετε ξεκαλυβωτοι
1350695624757403650,0,Περιμένω. https://t.co/lTdGwzS92r,περιμένω
1181915210162020352,0,Κατατίθεται στη Βουλή ο αντικαπνιστικός νόμος. Ένα στοίχημα που πρέπει να κερδηθεί σε συμμαχία με όλους τους πολίτε… https://t.co/9wCkcyH9vn,κατατίθεται στη βουλή αντικαπνιστικός νόμος ένα στοίχημα που πρέπει να κερδηθεί σε συμμαχία με όλους τους πολίτε…
1315301068998422528,0,"""Κακώς συντηρείτε τον ιδεολογικό διχασμό κ. Υπουργέ, τέτοιου είδους συμπεριφορές δεν έχουν αριστερό/δεξί πρόσημο. Εδ… https://t.co/gE76RYtmPu""",κακώς συντηρείτε τον ιδεολογικό διχασμό υπουργέ τέτοιου είδους συμπεριφορές δεν έχουν αριστερόδεξί πρόσημο εδ…
1317487097008226304,0,@silaserafim Δε βοηθάς για το αφήγημα...,δε βοηθάς για το αφήγημα
1370005843115134977,0,Στον Καμπαγιάννη ρε αχαχαχαχαχα,στον καμπαγιάννη ρε αχαχαχαχαχα
1369654482196369409,0,"""Κοίτα που ο Άδωνις είχε την αίσθηση ότι με το να απαγορεύσει τα πάντα στον Έλληνα, μπορεί να περάσει ο,τι κατάπτυστ… https://t.co/zkT86lMw85""",κοίτα που άδωνις είχε την αίσθηση ότι με το να απαγορεύσει τα πάντα στον έλληνα μπορεί να περάσει τι κατάπτυστ…
1312277227116081152,1,"""@palimetakis @CeliaSanchez_gr @g_kamma Πάμε να το ξαναδιατυπώσουμε σωστά: 1. Κανένα παιδί δεν είναι λαθραίο όταν το… https://t.co/b9oUSNg8ic""",πάμε να το ξαναδιατυπώσουμε σωστά κανένα παιδί δεν είναι λαθραίο όταν το…
1314913862479753219,1,"""@NOTMIATALL @jedijig 1000 χρόνια οι γύφτοι στην Ελλάδα, δεν λύθηκαν τα προβλήματα. Η μόνη λύση μέχρι σήμερα ήταν ν… https://t.co/Jv0j3GN0mO""",χρόνια οι γύφτοι στην ελλάδα δεν λύθηκαν τα προβλήματα μόνη λύση μέχρι σήμερα ήταν ν…
1313755385430511618,1,"""3️⃣ Αριστεροί και δεξιοί, ενώνουν τις δυνάμεις τους για κάθε αντιεθνικό μέτρο, για κάθε βρώμικη δουλειά.",️⃣ αριστεροί και δεξιοί ενώνουν τις δυνάμεις τους για κάθε αντιεθνικό μέτρο για κάθε βρώμικη δουλειά
1369340510498918412,0,https://t.co/rTEci4P7YL,γιατί δολοφονήθηκαν πολλοί πούστηδες δεν είμαστε μουσουλμανική χώρα όπου όντως δολοφονούνται
1319193289883516957,1,@stef_lamprou @commonsense491 Γιατί; Δολοφονήθηκαν πολλοί πούστηδες; Δεν είμαστε μουσουλμανική χώρα όπου όντως δολοφονούνται.,απ την πολύ προκριματική φαπα ξέρεις ούτε τι διαβάζεις σπάσε βρώμας γύφτο
1313394674783092736,1,"""@GnDimitris @touztouz7 Απ' την πολύ προκριματική φαπα, δ ξέρεις ούτε τι διαβάζεις. Σπάσε βρώμας γύφτο""",ήρθε να μου κάνει παρέα στη δουλειά
1315413060157353985,0,Ήρθε να μου κάνει παρέα στη δουλειά https://t.co/OaAv4ERWiS,κατοχυρώνουμε συνταγματικά το ελάχιστο εγγυημένο εισόδημα δηλαδή το δίχτυ ασφαλείας για τους πιο αδύναμους το ελλ…
1196836937937694720,0,"""Κατοχυρώνουμε συνταγματικά το ελάχιστο εγγυημένο εισόδημα, δηλαδή το δίχτυ ασφαλείας για τους πιο αδύναμους. Το ελλ… https://t.co/NxqhtPegGE""",οι διακρίσεις αυτές είναι σημαντικές νομικές διακρίσεις δεν είναι παιχνίδια με τις λέξεις και το σύνταγμα κα…
1350155412801253378,0,5) Οι διακρίσεις αυτές είναι σημαντικές νομικές διακρίσεις. Δεν είναι «παιχνίδια με τις λέξεις». Και το Σύνταγμα κα… https://t.co/BQQX7zLjAz,ναι βέβαια πακιστάν αφγανιστάν μπαγκλαντές είναι γνωστές ποδοσφαιρομάνες και βραζιλία μαραζώνει ποδοσφαιρ…
1315432619950125056,1,"""Ναι βέβαια, Πακιστάν, Αφγανιστάν, Μπαγκλαντές, είναι γνωστές ποδοσφαιρομάνες. Α, και η Βραζιλία μαραζώνει ποδοσφαιρ… https://t.co/hhRUuYFJkc""",οι γύφτοι ειναι πακιστανικηςινδικης καταγωγης φυσικά υπάρχουν και οι τουρκόγυφτοι
1314993078806159362,1,@Greg59583876 @The_Republican Οι γύφτοι ειναι πακιστανικης/ινδικης καταγωγης. Φυσικά υπάρχουν και οι τουρκόγυφτοι..,και τελικά προδοτική συμφωνία των πρεσπών έγινε τώρα τόσο επωφελής για τα συμφέροντα της χώρας ώστε να απαιτεί…
1351859692407042048,0,"""Και τελικά η «προδοτική Συμφωνία των Πρεσπών» έγινε τώρα τόσο επωφελής για τα συμφέροντα της χώρας, ώστε να απαιτεί… https://t.co/6DwOHNmM5v""",δίνουμε ιδιαίτερη βαρύτητα στους χαμηλόμισθους και θέλουμε κατώτατος μισθός να αυξάνεται με ρυθμό διπλάσιο της αύ…
1146350381397684225,0,Δίνουμε ιδιαίτερη βαρύτητα στους χαμηλόμισθους και θέλουμε ο κατώτατος μισθός να αυξάνεται με ρυθμό διπλάσιο της αύ… https://t.co/GudJI0Z4Ec,θενκς μαζεμένα όμορφα ❤️ όπως κάθε φορά
1366335511875489796,0,Θενκς @stavroulaber. Μαζεμένα όμορφα ❤️ όπως κάθε φορά :),γιατι ειναι πακιστανός ξερω γω τι να γράψει ελληνας αφου πακιστανός ειναι
1316002416626671619,1,"""@JDOoivOnVqZxwOX @ploutarx Γιατι ειναι Πακιστανός ξερω γω, τι να γράψει Ελληνας αφου Πακιστανός ειναι.""",όταν όλα στη χώρα δικαιολογουνται επειδή δημοσκόπηση εδειξε τότε να περιμένετε ότι θα φάτε πουτσα με πολλά λάικ
1368152918474563587,0,"""Όταν όλα στη χώρα δικαιολογουνται επειδή """"η δημοσκόπηση εδειξε"""", τότε να περιμένετε ότι θα φάτε πουτσα με πολλά λάικ.""",κοσμος χειροκροτα την αστυνομια στις γειτονιες
1368618951320698881,0,«Ο ΚΟΣΜΟΣ ΧΕΙΡΟΚΡΟΤΑ ΤΗΝ ΑΣΤΥΝΟΜΙΑ ΣΤΙΣ ΓΕΙΤΟΝΙΕΣ» https://t.co/cJyywcd3uG,μπορεί να είναι και ένα χαρτονόμισμα των
1317392833683312641,0,@ex_amaxis @axiologitis Μπορεί να είναι και ένα χαρτονόμισμα των €30 https://t.co/KHYZfb6HNe,είχα την ευκαιρία σήμερα κατά την επίσκεψή μου στο πανεπιστημιακό νοσοκομείο ιωαννίνων να συνομιλήσω με γιατρούς
1326172755218345984,0,"""Είχα την ευκαιρία σήμερα, κατά την επίσκεψή μου στο Πανεπιστημιακό Νοσοκομείο Ιωαννίνων, να συνομιλήσω με γιατρούς,… https://t.co/WMGCFg9Obj""",δεν ειναι ενδείξεις αποδείξεις είναι και δεν γινεται καμια ταύτιση με αποφάσεις δικαστηρίων να διαβάσετε το άρθρο καλυτερα
1315233559116836865,0,@poetryf Δεν ειναι ενδείξεις. Αποδείξεις είναι. Και δεν γινεται καμια ταύτιση με αποφάσεις δικαστηρίων. Να διαβάσετε το άρθρο καλυτερα.,το δίδυμο που έχει αναλάβει την επιδοτούμενη ισλαμοποιηση τις ελλαδος
1313393709493358596,1,@nmitarakis @migrationgovgr Το δίδυμο που έχει αναλάβει την επιδοτούμενη ισλαμοποιηση τις Ελλαδος @nmitarakis… https://t.co/dGc6eu5z6K,χώρες όπου δεν υπάρχει ενεργή εμπόλεμη κατασταση και αποδεικνύοντας ότι καθίσταται πρόβλημα εθνικής εσω…
1316704737941692416,1,@Greeksburg Χώρες όπου δεν υπάρχει ενεργή εμπόλεμη κατασταση και αποδεικνύοντας ότι καθίσταται πρόβλημα εθνικής εσω… https://t.co/1brElSmNfu,ουφ
1350106677614432260,0,Ουφ. https://t.co/TzgVbogsJx,αθίγγανοι ντομά μανουχήδες μελελέ γύφτοι λομ σίντηδες που τώρα πια το πολιτικά ορθό προστάζει να σας πουν όλ…
1315896198910312448,1,"""Αθίγγανοι, Ντομά, Μανουχήδες, Μελελέ, Γύφτοι, Λομ, Σίντηδες, που τώρα πια το πολιτικά ορθό προστάζει να σας πουν όλ… https://t.co/KuSoShKorb""",είναι δίκαιο και πρέπει να προωθηθεί το αίτημα για ανοιχτά βιβλιοπωλεία τηρώντας τα μέτρα όπως ήδη συμβαίνει και…
1327548104523001857,0,"""Είναι δίκαιο και πρέπει να προωθηθεί το αίτημα για ανοιχτά βιβλιοπωλεία, τηρώντας τα μέτρα, όπως ήδη συμβαίνει και… https://t.co/pf4JdJJhl1""",mα μιλάει φωτό κοιτά τι κρατάει στο χέρι περίμενε σειρά να μπει μέσα
1314484771951718402,0,@tvmaniac10 Mα μιλάει η φωτό κοιτά τι κρατάει στο χέρι 😂😂😂😂 περίμενε σειρά να μπει μέσα 😂😂😂😂😂😂,αυτή είναι τριπλή κατεύθυνση του προγράμματός μας ισχυρή ανάπτυξη για τη χώρα ευκαιρίες προκοπής για όλους και…
1143966957575819264,0,"""Αυτή είναι η τριπλή κατεύθυνση του προγράμματός μας: Ισχυρή ανάπτυξη για τη χώρα, ευκαιρίες προκοπής για όλους και… https://t.co/9iOAueKN1u""",δεν είναι έλληνες είναι γύφτοι οι γύφτοι δεν πιστεύουν στα έθνηκράτη
1317539323605078017,1,@aggelosview Δεν είναι Έλληνες. Είναι γύφτοι. Οι γύφτοι δεν πιστεύουν στα Έθνη-Κράτη...,λόγω ανακοινώσεων για την πανδημία στην ελλάδα πάμε λίγο αργότερα πμ ώρα ελλάδας
1345299445819256832,0,"""Λόγω ανακοινώσεων για την πανδημία στην Ελλάδα πάμε λίγο αργότερα, 11:40 πμ ώρα Ελλάδας. https://t.co/a1LiQMMdmD""",δε βγάζουμε άκρη με αυτούς μια λύση υπάρχει φερτεταπρακτικα πάμε λίγο νισάφι πια
1357760573983887369,0,"""Δε βγάζουμε άκρη με αυτούς. Μια λύση υπάρχει. #φερτε_τα_πρακτικα. Πάμε λίγο. Νισάφι πια.""",έχω εξελιχθεί να ξέρεις
1368539925843488768,0,"""Έχω εξελιχθεί, να ξέρεις @LongCarampine https://t.co/l6sT4457Np""",οι αφρικανοί πακιστανοί λαθρομετανάστες χτύπησαν με μεταλλική βέργα ηλικιωμένο ιερέα
1311950433653534722,0,https://t.co/WNBiCyQDN8,δυστυχώς εκεί θα αρχίσει και τραγωδία
1314456734883295234,1,Οι Αφρικανοί Πακιστανοί λαθρομετανάστες χτύπησαν με μεταλλική βέργα ηλικιωμένο ιερέα ... @PrimeministerGR… https://t.co/30tRWgWgpV,διατύπωση και το ύφος του κειμένου δείχνουν ακριβώς το αντίθετο αλλά αυτά είναι ψιλά γράμματα για εργολάβους
1317034788675604480,0,https://t.co/QwYJKjJCja,ποιοι πρόσφυγες δεν υπάρχουν πρόσφυγες
1317130763737903109,0,@apostolakis_s Δυστυχώς εκεί θα αρχίσει και η τραγωδία.,για αυτό μπαίνουν οι λάθρο με το τσουβάλι
1314952660487942147,0,"""Η διατύπωση και το ύφος του κειμένου δείχνουν ακριβώς το αντίθετο. Αλλά αυτά είναι ψιλά γράμματα για εργολάβους. https://t.co/jLhFxqvSMX""",un believable
1316410708742098945,1,"""Ποιοι πρόσφυγες? Δεν υπάρχουν πρόσφυγες https://t.co/BXksjmJKmt""",πόσα εισπράττουν οι ενσωματωμένοι τεμπελοχαναδες αποκεφαλιστές στην γερμανία ρε μπάς να πάω γερμανία να κάν…
1314451950000173057,1,@JohnnyW82590824 @elenipapa67 Για αυτό μπαίνουν οι λάθρο με το τσουβάλι...,ας πάει για λίγο και το βρίσκουμε στην πορεία
1369408071001399296,0,Un. Believable. https://t.co/2L30jugKoG,καμιά δήλωση από τις αριστεράντζες και τις λοιπές πονόψυχες λαθροισλαμολάγνες ψυχές γ…
1317527479821733892,1,Πόσα εισπράττουν οι ενσωματωμένοι τεμπελοχαναδες αποκεφαλιστές στην Γερμανία 4.682 € ρε μπάς να πάω Γερμανία να κάν… https://t.co/isNVFPTPMI,χιλιάδες άνθρωποι του πολιτισμού βιώνουν τις τραγικές οικονομικές συνέπειες που έχει προκαλέσει διαχείριση της πα…
1316064578774749185,0,@VaChrisTucker1 Ας πάει για λίγο και το βρίσκουμε στην πορεία 😂,μετά από πέντε μήνες κάκιστης διαχείρισης των μέτρων του λοκνταουν και κατάχρηση της υπομονής των πολιτών
1317527982689390593,1,@k_oppenheimer @antonis_m1966 Καμιά δήλωση από τις Αριστεράντζες και τις λοιπές πονόψυχες λαθροισλαμολάγνες ψυχές γ… https://t.co/mlaTZvOrMw,θρεντ που θα χρειαστεί
1340744201357672449,0,Χιλιάδες άνθρωποι του πολιτισμού βιώνουν τις τραγικές οικονομικές συνέπειες που έχει προκαλέσει η διαχείριση της πα… https://t.co/5RsyyLiUQS,ουφ
1370022224309096450,0,"""Μετά από πέντε μήνες κάκιστης διαχείρισης των μέτρων του λοκνταουν και κατάχρηση της υπομονής των πολιτών",όλα καλά στα μμμ παιδιά όλα καλά στα σχολεία όλα καλά στις εκκλησίες όλα καλά στο εσυ που ξεμένει από μεθ να κ…
1368692235949182976,0,Θρεντ που θα χρειαστεί. https://t.co/3IEBIe9Qqn,too little too late springs to mind
1350106677614432260,0,Ουφ. https://t.co/TzgVbogsJx,το πιο ξεκαρδιστικό που είδα χθες ήταν μια φωτογραφία της αλεξάνδρας μητσοτάκη δίπλα σε αυτή της πρώτης γαλλίδας ασ…
1322500712434176001,0,"""""""Όλα καλά στα ΜΜΜ παιδιά, όλα καλά στα σχολεία, όλα καλά στις εκκλησίες, όλα καλά στο ΕΣΥ που ξεμένει από ΜΕΘ. Να κ… https://t.co/R8uf1JBK9W""",σας ανέφερε στη συζήτησηεγώ στα συγκεκριμένα τουητ δεν βρίσκω κάτι υβριστικόδε θα μπω στη διαδ…
1369656385819000842,0,“Too little too late” springs to mind https://t.co/ulQ7dn77GX,ζωντανά ομιλία μου στην κοινοβουλευτική ομάδα της νέας δημοκρατίας
1369172795024883713,0,Το πιο ξεκαρδιστικό που είδα χθες ήταν μια φωτογραφία της Αλεξάνδρας Μητσοτάκη δίπλα σε αυτή της πρώτης Γαλλίδας ασ… https://t.co/GssBRLkaAK,αμήχανη στιγμή που χρειάζεσαι κείμενο λέξεων για να απαντήσεις σε ψέμματα που είπε μέσα σε μια ώρα πρωθυ…
1316389825751257089,0,Ο @KostasVaxevanis σας ανέφερε στη συζήτηση.Εγώ στα συγκεκριμένα τουητ δεν βρίσκω κάτι υβριστικό.Δε θα μπω στη διαδ… https://t.co/nG2kP1L68h,μιλάμε για θέσεις εργασίας στο ελληνικό και τη δυνατότητα να γίνει ένα έργο αναπτυξιακό που θα αλλάξει την ό…
1152121262338183168,0,Ζωντανά η ομιλία μου στην Κοινοβουλευτική Ομάδα της Νέας Δημοκρατίας. https://t.co/XLMgG64fId,στιγμη ναι
1321112413702393856,0,"""Η αμήχανη στιγμή που χρειάζεσαι κείμενο 3.594 λέξεων, για να απαντήσεις σε ψέμματα που είπε μέσα σε μια ώρα ο Πρωθυ… https://t.co/OtuPu5G22H""",harvardeducated liberal reformers
1146748509057667073,0,Μιλάμε για 60.000 θέσεις εργασίας στο Ελληνικό και τη δυνατότητα να γίνει ένα έργο αναπτυξιακό που θα αλλάξει την ό… https://t.co/fyD2vyICYF,interessantes interview über israel und palästina vor dem internationalen strafgerichtshof berichtet für d…
1317045597711589377,0,"""@P_Vlachos @iboutsis82 @SDParty1974 στιγμη, ναι?",μα τα ιδια ατομα εδω ολο μιλανε για ρατσισμο αλλα δεν ηξεραν για τους προσφυγες στη μορια καν δηλαδη…
1365631971729297408,0,Harvard-educated liberal reformers. https://t.co/LwLMKFjMv8,τα θύματα είναι επαγγελματίες ομοφυλόφιλοι που έχουν βάλει στο μάτι τις επενδύσεις
1367656016616251396,0,Interessantes Interview über Israel und Palästina vor dem Internationalen Strafgerichtshof. @eliavl berichtet für d… https://t.co/2NelZjU158,ελλάδα υιοθετεί αυστηρότερη πολιτική στα σύνορα συγκροτείται ενιαίος φορέας επιτήρησης συνόρων προσλαμβάνονται…
1313838003647852544,0,@jekyllgyu Μα τα ιδια ατομα εδω ολο μιλανε για ρατσισμο αλλα δεν ηξεραν για τους προσφυγες στη Μορια καν... δηλαδη.… https://t.co/BSGBU7PeE0,από μια άλλη άποψη πάντως πρέπει να τελειώνει κάποια στιγμή ελληνική πολιτεία με αυτήν την ξεφτίλ…
1364992761712283656,0,"""1.  Τα θύματα είναι «επαγγελματίες ομοφυλόφιλοι», που έχουν βάλει στο μάτι τις επενδύσεις.",ντροπή λέγεται αυτό το εξώφυλλο
1197841645741527040,0,Η Ελλάδα υιοθετεί αυστηρότερη πολιτική στα σύνορα: Συγκροτείται Ενιαίος Φορέας Επιτήρησης Συνόρων. Προσλαμβάνονται… https://t.co/atk5q8DIZK,το fb πνιγεί οικονομικά τα μμε gt το fb γίνεται κύριος κόμβος ενημέρωσης των πολιτών gt το fb αρχίζει να κόβει τις…
1314935276549165056,1,"""@MakeMyDayPunk_ Από μια άλλη άποψη πάντως,πρέπει να τελειώνει κάποια στιγμή η Ελληνική πολιτεία με αυτήν την ξεφτίλ… https://t.co/ybZb3oHP87""",φέρτε πέτσα πίσω αυτόν δεν τον ενδιαφέρει τι και να λέει
1312327874788184070,0,Ντροπή λέγεται αυτό το εξώφυλλο @EFSYNTAKTON https://t.co/bM6VeZrwj7,το τέλος των δις συνέπεσε με την αρχή των επεισοδίων
1366726861871529984,0,Το FB πνιγεί οικονομικά τα ΜΜΕ &gt; Το FB γίνεται ο κύριος κόμβος ενημέρωσης των πολιτών &gt; Το FB αρχίζει να κόβει τις… https://t.co/TL1NNY1k1G,το isis στις δόξες του είχε αρκετές χιλιάδες τζιχαντιστές που έσφαζαν αλύπητα
1366016018007683076,0,"""Φέρτε Πέτσα πίσω. Αυτόν δεν τον ενδιαφέρει ο,τι και να λέει https://t.co/NOONskPXru""",το επιτελικό κράτος σάς γράφει στ αρχιδια του
1369568076480516096,0,Το τέλος των 37 δις συνέπεσε με την αρχή των επεισοδίων,δύσκολη ερώτηση
1315302043758874625,1,"""Το ISIS στις δόξες του είχε αρκετές χιλιάδες τζιχαντιστές που έσφαζαν αλύπητα.",κορκονεας λιγο δυσκολο εχει αποφυλακιστει
1369255459111247877,0,Το επιτελικό κράτος σάς γράφει στ αρχιδια του https://t.co/oGoz4bgkJD,απλώς αναμεταδίδω την είδηση όταν το δω από κοντά δε θα παραλείψω να σου πω αν μου αρέσει
1316694447854411778,0,@KatPanagopoulou Δύσκολη ερώτηση.,δεν δεν δεν δεν
1368810893853814785,0,https://t.co/nzX6B7oWwd https://t.co/Mn3ueG5jk5,έχω πει πως θα τιμήσουμε όσους μας ψήφισαν θα δικαιώσουμε όσους μας εμπιστεύτηκαν και θα πείσουμε όσους μας βλέπο…
1365795842762960898,0,Ο Κορκονεας λιγο δυσκολο. Εχει αποφυλακιστει. https://t.co/A627ZfGLQB,μπράβο που βάλατε φυλακή τους νεοναζί δολοφόνους
1311597827164905472,0,"""@teofan09 @Le_Figaro Απλώς αναμεταδίδω την είδηση. Όταν το δω από κοντά, δε θα παραλείψω να σου πω αν μου αρέσει.""",somebody to
1369560074012725252,0,Δεν δεν δεν δεν,καλά λέει
1156628306290184192,0,Έχω πει πως θα τιμήσουμε όσους μας ψήφισαν. Θα δικαιώσουμε όσους μας εμπιστεύτηκαν. Και θα πείσουμε όσους μας βλέπο… https://t.co/EkQm2eZy7c,ως επαναστατης του ερωτα δηλαδη θελετε να πειτε
1313841815699763200,1,"""@AdonisGeorgiadi Μπράβο που βάλατε φυλακή τους νεοναζί δολοφόνους.",ποιός να περίμενε ότι θα ήταν ανίκανη κι επικίνδυνη μια κυβέρνηση που της πήρε μόνο μήνες για να βάλει κάτω έν…
1369911569811976197,0,"""Somebody to",είναι γλυκούλια όμως
1363213192554553348,0,"""Ε, καλά λέει. https://t.co/SbEYphxAeb""",μόνο οι γύφτοι και αυτοί που ψηφίσαμε για να τους κοιτάνε
1362738408410533889,0,"""Ως επαναστατης του ερωτα δηλαδη θελετε να πειτε;",κι εδώ αγαπητά μου παιδάκια ένας εκπρόσωπος της αριστείας του διαφωτισμού και της αστικής φιλελευθερης δημοκρατία…
1345342724803866625,0,"""Ποιός να περίμενε ότι θα ήταν ανίκανη κι επικίνδυνη μια κυβέρνηση, που της πήρε """"μόνο"""" 6 μήνες για να βάλει κάτω έν… https://t.co/Kx6vTg8CS4""",somebody to
1318925713618194433,0,@BlumGeny Είναι γλυκούλια όμως! 😍,μεταφορά λαθρομεταναστών κυρίως από αφγανιστάν και πακιστάν χώρες οι οποίες δεν είναι εμπόλεμες σε ξενοδοχεία στη…
1314813821689696257,1,@revenger1860 @MakeMyDayPunk_ Μόνο οι γύφτοι ή και αυτοί που ψηφίσαμε για να τους κοιτάνε?,το δεν έγινε με μόνιμους καί νόμιμους καί τότε όλοι οι λάθρο απογράφησαν…
1369224996309118977,0,"""Κι εδώ αγαπητά μου παιδάκια, ένας εκπρόσωπος της αριστείας, του Διαφωτισμού και της αστικής φιλελευθερης δημοκρατία… https://t.co/NtGRVE9jNX""",όλα έχουν ειπωθεί στη μεγαλύτερη σατιρική σειρά της ελληνικής τηλεόρασης
1369911781964058625,0,"""Somebody to",και συνεχίζουν γιατί τους καλύπτει πρωθυπουργός και ξέρουν ότι θα μείνουν ατιμώρητοι τι και να κάνουν
1312300737460875264,1,"""μεταφορά λαθρομεταναστών κυρίως από Αφγανιστάν και Πακιστάν, χώρες οι οποίες δεν είναι εμπόλεμες, σε ξενοδοχεία στη… https://t.co/wJn8OAptvN""",εγώ πάντως θεωρώ λογικό τι συνέβη στον νεαρό τους είπε τι βαρατε ρε μαλακες προκάλεσε βρίζοντας έστω και εκ…
1315897794813669376,1,@galaziaakth @Wolfophobic2 @DeKassas Το 2001 δεν έγινε με μόνιμους καί νόμιμους. Καί τότε όλοι οι λάθρο απογράφησαν… https://t.co/308PmrbWWo,είδες τι λένε οι γύφτοι στα βίντεο που ανεβάζουν έτσι δεν είναι
1368574276912177182,0,"""Όλα έχουν ειπωθεί στη μεγαλύτερη σατιρική σειρά της ελληνικής τηλεόρασης:",ατυχέστατη απόπειρα του στρίβειν δια του βαξεβάνη καθώς ούτε έλαβε επί κυβέρνησης συριζα ποσά από κάποια αντίστο…
1369390924959191044,0,"""Και συνεχίζουν. Γιατί τους καλύπτει ο πρωθυπουργός και ξέρουν ότι θα μείνουν ατιμώρητοι ό,τι και να κάνουν https://t.co/nLvDkU0PdF""",σιγά μη φοβηθώ
1368647561746259972,0,"""Εγώ πάντως θεωρώ λογικό ο,τι συνέβη στον νεαρό. Τους είπε """"Τι βαρατε ΡΕ ΜΑΛΑΚΕΣ"""". Προκάλεσε βρίζοντας, έστω και εκ… https://t.co/nS8Xxa70l2""",εννοείται με την ίδια απατεωνιά των μονίμων καί των νομίμων όχι ελλήνων καί λάθρο όπως έγινε το
1315033918509285377,1,"""@choricos @pasxalia4 Είδες τι λένε οι γύφτοι στα βίντεο που ανεβάζουν, έτσι δεν είναι?",τσακιστε τούς νεοναζι
1364848665161068548,0,"""Ατυχέστατη η απόπειρα του στρίβειν δια του Βαξεβάνη, καθώς ούτε έλαβε επί κυβέρνησης ΣΥΡΙΖΑ ποσά από κάποια αντίστο… https://t.co/3vDEZA1ksM""",ιων δραγούμης έκθεση με σπάνιες φωτογραφίες για τα χρόνια από την δολοφονία του
1313050927243419650,0,Σιγά μη φοβηθώ; https://t.co/QubrFDo6en,μπράβο σου που παραδέχεσαι ότι το κράτος δεν είναι ευνομούμενο θέλει μεγάλο θάρρος
1315246246395883521,1,"""@cowmen57 @Aristeidis_B Εννοείται με την ίδια απατεωνιά, των μονίμων καί των νομίμων. Όχι Ελλήνων καί λάθρο, όπως έγινε το 2001.""",διατείνεται αξιωματική αντιπολίτευση ότι τάχα υποβαθμίστηκε επιθεώρηση εργασίας και ότι έτσι ανθεί παραβατικό…
1317049404067545089,1,"""ΤΣΑΚΙΣΤΕ τούς ΝΕΟΝΑΖΙ",φανταστείτε τώρα να μην είχε αφήσει τα δις αστεφάνωτος καταληψίας πόσο πιο νωρίς θα είχαν γίνει τα χτεσινά
1316639536638824451,0,"""Ιων Δραγούμης: Έκθεση με σπάνιες φωτογραφίες για τα 100 χρόνια από την δολοφονία του",δεν την ξέρω
1367936314478362633,0,"""Μπράβο σου που παραδέχεσαι ότι το κράτος δεν είναι ευνομούμενο, θέλει μεγάλο θάρρος https://t.co/MFF4qaccF9""",όχι δεν μιλάμε για το δέντρο αλλά για το δάσος μιλάμε για το πρόβλημα λαθρο…
